data/pokemon/names.asm							
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""PONYTA@@@@"""	小火馬@@@@			小火马@@@@	小火马口口	"""PONYTA@@@@"""
	"""RAPIDASH@@"""	烈焰馬@@@@			烈焰马@@@@	烈焰马口口	"""RAPIDASH@@"""
	"""RATTATA@@@"""	小拉達@@@@			小拉达@@@@	小拉达口口	"""RATTATA@@@"""
	"""RATICATE@@"""	拉達@@@@@@			拉达@@@@@@	拉达口口口	"""RATICATE@@"""
	"""NIDORINO@@"""	尼多力諾@@			尼多力诺@@	尼多力诺口	"""NIDORINO@@"""
	"""NIDORINA@@"""	尼多娜@@@@			尼多娜@@@@	尼多娜口口	"""NIDORINA@@"""
	"""GEODUDE@@@"""	小拳石@@@@			小拳石@@@@	小拳石口口	"""GEODUDE@@@"""
	"""PORYGON@@@"""	多邊獸@@@@			多边兽@@@@	多边兽口口	"""PORYGON@@@"""
	"""AERODACTYL"""	化石翼龍@@			化石翼龙@@	化石翼龙口	"""AERODACTYL"""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""MAGNEMITE@"""	小磁怪@@@@			小磁怪@@@@	小磁怪口口	"""MAGNEMITE@"""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""CHARMANDER"""	小火龍@@@@			小火龙@@@@	小火龙口口	"""CHARMANDER"""
	"""SQUIRTLE@@"""	傑尼龜@@@@			杰尼龟@@@@	杰尼龟口口	"""SQUIRTLE@@"""
	"""CHARMELEON"""	火恐龍@@@@			火恐龙@@@@	火恐龙口口	"""CHARMELEON"""
	"""WARTORTLE@"""	卡咪龜@@@@			卡咪龟@@@@	卡咪龟口口	"""WARTORTLE@"""
	"""CHARIZARD@"""	噴火龍@@@@			喷火龙@@@@	喷火龙口口	"""CHARIZARD@"""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""MISSINGNO."""	幽靈@@@@@@			幽灵@@@@@@	幽灵口口口	"""MISSINGNO."""
	"""MISSINGNO."""	缺號@@@@@@			缺号@@@@@@	缺号口口口	"""MISSINGNO."""
	"""ODDISH@@@@"""	走路草@@@@			走路草@@@@	走路草口口	"""ODDISH@@@@"""
	"""GLOOM@@@@@"""	臭臭花@@@@			臭臭花@@@@	臭臭花口口	"""GLOOM@@@@@"""
	"""VILEPLUME@"""	霸王花@@@@			霸王花@@@@	霸王花口口	"""VILEPLUME@"""
	"""BELLSPROUT"""	喇叭芽@@@@			喇叭芽@@@@	喇叭芽口口	"""BELLSPROUT"""
	"""WEEPINBELL"""	口呆花@@@@			口呆花@@@@	口呆花口口	"""WEEPINBELL"""
	"""VICTREEBEL"""	大食花@@@@			大食花@@@@	大食花口口	"""VICTREEBEL"""
engine/events/hidden_objects/bills_house_pc.asm							
	"""EEVEE"""	伊布					
	"""FLAREON"""	火伊布					
	"""JOLTEON"""	雷伊布					
	"""VAPOREON"""	水伊布					
	"""CANCEL@"""	不觀看@					
end							
