	123	綠毛蟲	キャタピー	Caterpie	CaterpieDexEntry:	WORM	1-0	60	_CaterpieDexEntry	别看它的脚很短，因为是吸盘，所以无论是斜坡还是墙壁都能轻松前进。	外表覆著绿色的皮肤，藉著蜕皮的过程不断成长，最后用丝缠住自己，变化成蛹。	CaterpieDexEntry:	蟲寶寶	0-3	2-9	_CaterpieDexEntry	0010	如果你碰到了它頭上的觸角，它就會分泌出難聞的氣味來保護自己。
	124	鐵甲蛹	トランセル	Metapod	MetapodDexEntry:	COCOON	2-4	220	_MetapodDexEntry	值得注意的是，在外壳变硬之前，如果受到强烈的冲击，里面的身体就会露出来。	虽然有坚硬的外壳，因为壳里的身体很软，所以无法抵抗强力的攻击。	MetapodDexEntry:	蛹	0-7	9-9	_MetapodDexEntry	0011	它會讓外殼變硬來保護自己。然而在遇到強烈的衝擊力時，它的身體還是會被撞出來。
	125	巴大蝶	バタフリー	Butterfree	ButterfreeDexEntry:	BUTTERFLY	3-7	710	_ButterfreeDexEntry	当它飞快地扑打翅膀，带有剧毒的鳞粉就会随着风向这里飘过来。	能弹开水滴的鳞粉保护着翅膀。即使是在雨天也可以在空中飞行。	ButterfreeDexEntry:	蝴蝶	1-1	32-0	_ButterfreeDexEntry	0012	它翅膀上的劇毒鱗粉能夠防水，因此即使是雨天也可以飛來飛去。
	112	獨角蟲	ビードル	Weedle	WeedleDexEntry:	HAIRY BUG	1-0	70	_WeedleDexEntry	在森林中以树叶为食，头上有支尖锐的毒针。	大量栖息在森林或草地里。头顶上长着约５厘米的尖锐小毒针。	WeedleDexEntry:	毛毛蟲	0-3	3-2	_WeedleDexEntry	0013	頭上長有尖銳的針。它喜歡藏在森林或草叢裡大量吞食樹葉。
	113	鐵殼蛹	コクーン	Kakuna	KakunaDexEntry:	COCOON	2-0	220	_KakunaDexEntry	虽然只靠自己几乎无法行动，但在遇到危险的时候，好像会让外壳变硬并以此来保护自己。	为了进化为成虫所形成的蛹状态，本身倒是动也不动。	KakunaDexEntry:	蛹	0-6	10-0	_KakunaDexEntry	0014	雖然幾乎動也動不了，但是如果遇到了危險，有時似乎會豎起毒刺來反抗。
	114	大針蜂	スピアー	Beedrill	BeedrillDexEntry:	POISON BEE	3-3	650	_BeedrillDexEntry	一面高速飞舞，一面用前脚和尾部的巨大毒针展开攻击。	有时会成群结队地出现。能以超快的速度飞来飞去，并用尾部的毒针不断刺击对手。	BeedrillDexEntry:	毒蜂	1-0	29-5	_BeedrillDexEntry	0015	它會用雙手和尾部的３根毒針反覆刺傷敵人。
	36	波波	ポッポ	Pidgey	PidgeyDexEntry:	TINY BIRD	1-0	40	_PidgeyDexEntry	大量分布在森林或树丛中。即使是在地上，有时也会用力拍打翅膀泼洒沙子。	不喜欢战斗，经常藏身在草丛中，抓取小虫做为食物。	PidgeyDexEntry:	小鳥	0-3	1-8	_PidgeyDexEntry	0016	性格沉著冷靜，即使受到攻擊也很少反擊，只會朝對手揚起沙子保護自己。
	150	比比鳥	ピジョン	Pidgeotto	PidgeottoDexEntry:	BIRD	3-7	660	_PidgeottoDexEntry	有着广阔的领地。要是有哪个讨厌鬼胆敢入侵，就会被它狠狠地啄击。	脚爪非常发达。会一把抓起猎物蛋蛋，带回１００公里外的巢穴。	PidgeottoDexEntry:	鳥	1-1	30-0	_PidgeottoDexEntry	0017	擁有超群的體力，而且飛翔範圍廣，經常飛到很遠的地方尋找食物。
	151	大比鳥	ピジョット	Pidgeot	PidgeotDexEntry:	BIRD	4-11	870	_PidgeotDexEntry	觅食的时候，会贴着水面飞掠而过，抓起鲤鱼王等猎物。	会展开美丽的翅膀威吓对手。能以２马赫的速度在天上飞来飞去。	PidgeotDexEntry:	鳥	1-5	39-5	_PidgeotDexEntry	0018	以２馬赫的飛行速度來覓食。它巨大的爪子是非常令人懼怕的武器。
	165	小拉達	コラッタ	Rattata	RattataDexEntry:	RAT	1-0	80	_RattataDexEntry	攻击时什么都咬。又小又快，到处可见。	牙齿又长又锋利。因为一生之中都在长牙，所以要靠啃咬坚硬的东西来磨牙。	RattataDexEntry:	鼠	0-3	3-5	_RattataDexEntry	0019	有兩顆大門牙，見什麼咬什麼。只要看到１只小拉達出沒，附近肯定還住著40只以上。
	166	拉達	ラッタ	Raticate	RaticateDexEntry:	RAT	2-4	410	_RaticateDexEntry	它用胡须来维持平衡，若是被切掉的话，就会变得行动迟缓。	后脚上各有三根指头，上面附著小小的蹼，能在水中游泳并越过河流。	RaticateDexEntry:	鼠	0-7	18-5	_RaticateDexEntry	0020	它的後腳上長著小蹼，以便它在水中游泳尋找食物。
	5	烈雀	オニスズメ	Spearow	SpearowDexEntry:	TINY BIRD	1-0	40	_SpearowDexEntry	以草丛里的虫子等为食。因为翅膀比较短的缘故，所以会一直频繁地拍动翅膀。	总是显的很忙碌的样子，来回的飞来飞去，体力虽然很弱，但若进行反击时则会非常可怕。	SpearowDexEntry:	小鳥	0-3	2-0	_SpearowDexEntry	0021	不擅長高空飛行。會以超高速在地盤裡四處盤旋，以保護自己的地盤不被侵犯。
	35	大嘴雀	オニドリル	Fearow	FearowDexEntry:	BEAK	3-11	840	_FearowDexEntry	可以用大大的翅膀持续地在空中翱翔。就算一直不降落也没问题。	可以用巨大的翅膀持续地在天空飞翔，就算一天都没有降落下来，也不会有问题。	FearowDexEntry:	鳥嘴	1-2	38-0	_FearowDexEntry	0022	很久以前就存在的寶可夢。哪怕只察覺到一絲危險，都會立即飛向高空。
	108	阿柏蛇	アーボ	Ekans	EkansDexEntry:	SNAKE	6-7	150	_EkansDexEntry	能悄无声息地移动。会将波波或烈雀的蛋整个吞下去。	在草地中大量生存著，不时将舌吐出来观察周围，察看是否有危险。	EkansDexEntry:	蛇	2-0	6-9	_EkansDexEntry	0023	身體會隨著年齡增長不斷變長。每到夜裡，它會一圈圈地將身體纏繞在樹枝上休息。
	45	阿柏怪	アーボック	Arbok	ArbokDexEntry:	COBRA	11-6	1430	_ArbokDexEntry	它肚子上的可怕花纹，据说会因为它所在地区的不同，而出现好几种不同的图案。	腹部的花纹看起来像一张可怕的脸。弱小的敌人只要看到这个花纹就会被吓跑。	ArbokDexEntry:	眼鏡蛇	3-5	65-0	_ArbokDexEntry	0024	根據研究證實，它腹部那可怕的紋路大約有６個種類已經得到確認。
	84	皮卡丘	ピカチュウ	Pikachu	PikachuDexEntry:	MOUSE	1-4	130	_PikachuDexEntry	据说当好几只聚在一起时，那里就会凝聚强烈的电力，还可能会落下闪电。	脸颊两边有着小小的电力袋。遇到危险时就会放电。	PikachuDexEntry:	鼠	0-4	6-0	_PikachuDexEntry	0025	會將尾巴豎起來，感覺周圍是否安全。如果隨便去拉它的尾巴，會被咬喔。
	85	雷丘	ライチュウ	Raichu	RaichuDexEntry:	MOUSE	2-7	660	_RaichuDexEntry	长长的尾巴能够像接地线一样保护自己，因此即使是高压电也不会让它麻痹。	电击有时候会达到十万伏特，不小心碰到的话，连印度象也会昏厥。	RaichuDexEntry:	鼠	0-8	30-0	_RaichuDexEntry	0026	體內的電力累積到一定程度時，性格會變得帶有攻擊性。在昏暗處看起來就像是在發亮。
	96	穿山鼠	サンド	Sandshrew	SandshrewDexEntry:	MOUSE	2-0	260	_SandshrewDexEntry	在干燥远离水之处挖洞深入地底下，只有在觅食时才会现身。	会在地上挖洞居住。如果危险临近，就会蜷成一团来保护自己。	SandshrewDexEntry:	鼠	0-6	12-0	_SandshrewDexEntry	0027	身體很乾燥。但據說在夜裡降溫時，它的表皮上會有露水凝結。
	97	穿山王	サンドパン	Sandslash	SandslashDexEntry:	MOUSE	3-3	650	_SandslashDexEntry	如果将背部蜷起，就会像个刺球。可以这样滚动着撞击对手或逃走。	以非常敏捷的动作到处跑动著，非常善于使用背上的针以及锐利的角去攻击敌人。	SandslashDexEntry:	鼠	1-0	29-5	_SandslashDexEntry	0028	它很擅長用爪子抓傷敵人。雖然在戰鬥中偶爾會折斷爪子，但到第二天就會長出新的來。
	15	尼多蘭	ニドラン♀	Nidoran♀	NidoranFDexEntry:	POISON PIN	1-4	150	_NidoranFDexEntry	它体型虽小但有毒针，需要多加注意。雌性的角比较小。	它的毒针虽然很小却十分有威力，母的角都比较小。	NidoranFDexEntry:	毒針	0-4	7-0	_NidoranFDexEntry	0029	雖然它性格溫順不喜歡戰鬥，但由於小犄角中含有毒液，請一定要小心提防。
	168	尼多娜	ニドリーナ	Nidorina	NidorinaDexEntry:	POISON PIN	2-7	440	_NidorinaDexEntry	因为是母的，所以角长的很慢，它喜欢爪抓、嘴咬的肉搏战。	由于是雌性，所以性情温和。嘴里发出的超音波有迷惑对手的力量。	NidorinaDexEntry:	毒針	0-8	20-0	_NidorinaDexEntry	0030	待在巢穴深處的時候，它一定會把身上的刺收起來。這表明它正處於放鬆狀態。
	16	尼多后	ニドクイン	Nidoqueen	NidoqueenDexEntry:	DRILL	4-3	1320	_NidoqueenDexEntry	坚硬的鳞片可以在受到攻击时保护身体，具有威严的身体可以发出强大的技巧。	身上长满像刺一样坚硬的鳞片。兴奋时针会竖起来。	NidoqueenDexEntry:	鑽錐	1-3	60-0	_NidoqueenDexEntry	0031	堅硬的鱗片覆蓋著強壯的身體。據說它的鱗片會自己長出新的。
	3	尼多朗	ニドラン♂	Nidoran♂	NidoranMDexEntry:	POISON PIN	1-8	200	_NidoranMDexEntry	它会竖起耳朵倾听危险，大而强力的角中隐藏毒液。	耳朵很大，在听远处的声音时，耳朵会像翅膀一样拍动。生气时会放出毒针。	NidoranMDexEntry:	毒針	0-5	9-0	_NidoranMDexEntry	0032	一直豎起它的大耳朵感知周圍的情形。當它察覺到危險便會使用毒針。
	167	尼多力諾	ニドリーノ	Nidorino	NidorinoDexEntry:	POISON PIN	2-11	430	_NidorinoDexEntry	容易发怒并想要进行战斗。而且头上的角在刺中对手后，就会释放出强烈的毒素。	性格易怒，发达的尖角在挥动的时候，可以刺穿钻石。	NidorinoDexEntry:	毒針	0-9	19-5	_NidorinoDexEntry	0033	頭上的犄角裡含有毒素，當犄角撞穿了什麼東西時，毒素就會隨著衝擊而流出。
	7	尼多王	ニドキング	Nidoking	NidokingDexEntry:	DRILL	4-7	1370	_NidokingDexEntry	它用强而有力的尾巴来横扫、紧缠猎物，使之骨头碎裂。	像石头一样坚硬的皮肤以及长长的角是它的特征。角上有毒需要注意。	NidokingDexEntry:	鑽錐	1-4	62-0	_NidokingDexEntry	0034	會靈活運用鋼鐵般堅硬的皮膚使出強力撞擊。它的犄角堅硬得能夠刺穿鑽石。
	4	皮皮	ピッピ	Clefairy	ClefairyDexEntry:	FAIRY	2-0	170	_ClefairyDexEntry	它那奇妙而可爱的外表吸引了许多爱好者。只在少数特定区域能发现它的踪迹。	因为它的造型非常的令人喜爱，因此在当宠物方面很受人欢迎，不过并不容易找到就是了。	ClefairyDexEntry:	妖精	0-6	7-5	_ClefairyDexEntry	0035	因外形和動作可愛而深受大家的喜愛。但或許是由於數量稀少，它們很難被發現。
	142	皮可西	ピクシー	Clefable	ClefableDexEntry:	FAIRY	4-3	880	_ClefableDexEntry	妖精的一种，极少出现在人前。察觉到有人存在后，好像就会立刻逃走。	张开耳朵时，连一公里外针掉下来的声音都可以听得一清二楚。	ClefableDexEntry:	妖精	1-3	40-0	_ClefableDexEntry	0036	妖精的一種。似乎非常珍惜自己的世界，很少在人類面前現身。
	82	六尾	ロコン	Vulpix	VulpixDexEntry:	FOX	2-0	220	_VulpixDexEntry	出生时只有１根雪白的尾巴。长大后，尾巴前端就会分开，尾巴的数量也会增加。	虽然还是幼崽，却有着６根美丽的尾巴。长大后，尾巴会变得更多。	VulpixDexEntry:	狐狸	0-6	9-9	_VulpixDexEntry	0037	皮毛和尾巴都非常美麗。隨著自身的成長，尾巴的末端會漸漸分開，數量也會增加。
	83	九尾	キュウコン	Ninetales	NinetalesDexEntry:	FOX	3-7	440	_NinetalesDexEntry	聪明伶俐，但爱记仇。据说如果敢乱抓它的尾巴，它就会缠着你作祟１０００年。	拥有金光灿灿的体毛以及９条长长的尾巴。据说它可以活上１０００年。	NinetalesDexEntry:	狐狸	1-1	19-9	_NinetalesDexEntry	0038	傳說這種寶可夢是由９位聖者合體之後而誕生的。
	100	胖丁	プリン	Jigglypuff	JigglypuffDexEntry:	BALLOON	1-8	120	_JigglypuffDexEntry	当它圆溜溜的大眼睛转动时就会唱起奇妙又令人惬意的歌曲，让人昏昏欲睡。	会用圆圆的大眼睛来诱惑对手，并唱出悦耳的歌曲让其入睡。	JigglypuffDexEntry:	氣球	0-5	5-5	_JigglypuffDexEntry	0039	它會用圓溜溜的大眼睛盯著對手唱起不可思議的歌曲，這令人舒服的歌曲會讓對手睡著。
	101	胖可丁	プクリン	Wigglytuff	WigglytuffDexEntry:	BALLOON	3-3	260	_WigglytuffDexEntry	身体有弹性，惹它生气时，它便会通过吸气来让自己的身体不断胀大。	身上长的纹理细致、非常柔软、令人著迷的毛，它的毛皮是高级品喔！	WigglytuffDexEntry:	氣球	1-0	12-0	_WigglytuffDexEntry	0040	身體非常有彈性，當它用力吸氣時，身體可以無限制地膨脹。
	107	超音蝠	ズバット	Zubat	ZubatDexEntry:	BAT	2-7	170	_ZubatDexEntry	在黑暗中集体发出声音。利用超音波当成指标来行动。	没有双眼。会从嘴里发出超音波在黑暗中飞来飞去。	ZubatDexEntry:	蝙蝠	0-8	7-5	_ZubatDexEntry	0041	由於需要調查前方的狀況，它會一邊從嘴裡發出超音波一邊飛行。
	130	大嘴蝠	ゴルバット	Golbat	GolbatDexEntry:	BAT	5-3	1210	_GolbatDexEntry	咬住就不会松口。因为会拼命地不停吸血，所以有时会重得无法靠自己飞行。	用尖锐的牙齿咬住猎物，一次可以吸掉300毫升的血液。	GolbatDexEntry:	蝙蝠	1-6	55-0	_GolbatDexEntry	0042	難以察覺它會從哪裡悄悄接近。它會用尖銳的牙咬住對手，同時使勁地吸血。
	185	走路草	ナゾノクサ	Oddish	OddishDexEntry:	WEED	1-8	120	_OddishDexEntry	白天的时候会把脸埋在地面下，不怎么动，到了晚上会一边走路一边散布种子。	别名谜行草。据说到了晚上，会用２条根走上长达３００米的距离。	OddishDexEntry:	雜草	0-5	5-4	_OddishDexEntry	0043	要是以為它是普通的草而將它拔起，就會聽到它的叫聲。這讓人感到莫名的恐怖。
	186	臭臭花	クサイハナ	Gloom	GloomDexEntry:	WEED	2-7	190	_GloomDexEntry	一点点渗出的并不是口水。像蜜一样的液体可以引诱猎物靠近。	雌蕊会散发一种极其强烈的恶臭，能让２公里远的人昏倒。	GloomDexEntry:	雜草	0-8	8-6	_GloomDexEntry	0044	奇臭無比！即使如此，一千個人裡總會出現一個人喜歡聞這種味道。
	187	霸王花	ラフレシア	Vileplume	VileplumeDexEntry:	FLOWER	3-11	410	_VileplumeDexEntry	虽然花瓣越大，就能放出越多的花粉，但这样脑袋会变沉，容易疲倦。	从世界上最大的花瓣上，像鬼一样散播会使人过敏的花粉。	VileplumeDexEntry:	花	1-2	18-6	_VileplumeDexEntry	0045	為了散佈有毒的花粉而搖動其巨大的花瓣，同時發出震耳的響聲。
	109	派拉斯	パラス	Paras	ParasDexEntry:	MUSHROOM	1-0	120	_ParasDexEntry	挖洞吮吸树根，背上的蘑菇提取身体上的精华而成长。	虫背上长着名为冬虫夏草的蘑菇。长大后蘑菇也会变大。	ParasDexEntry:	蘑菇	0-3	5-4	_ParasDexEntry	0046	它會通過挖洞來從樹根裡吸取營養，但大部分營養都會被背上的蘑菇搶走。
	46	派拉斯特	パラセクト	Parasect	ParasectDexEntry:	MUSHROOM	3-3	650	_ParasectDexEntry	以长得比虫子身体还大的蘑菇的意志来行动。喜欢潮湿的地方。	从菇伞散播毒孢子。但是在中国，会把这种毒孢子入药。	ParasectDexEntry:	蘑菇	1-0	29-5	_ParasectDexEntry	0047	由於蟲子的精華不斷被吸走，在思考的似乎已經不是蟲子，而是背上的蘑菇了。
	65	毛球	コンパン	Venonat	VenonatDexEntry:	INSECT	3-3	660	_VenonatDexEntry	它好像住在大树下，会吃虫子之类的东西。晚上会到有光的地方去。	在黑暗中也能让眼睛发挥雷达的作用来活动。会从眼睛射出光束。	VenonatDexEntry:	昆蟲	1-0	30-0	_VenonatDexEntry	0048	在明亮的地方你便能發現它具有雷達功能的大眼其實是由許多個小眼睛聚集而成的。
	119	摩魯蛾	モルフォン	Venomoth	VenomothDexEntry:	POISONMOTH	4-11	280	_VenomothDexEntry	翅膀上覆着的磷粉根据颜色的不同似乎会带有不同的毒。	翅膀上附着着鳞粉，每次翩翩扇动翅膀，就会播撒剧毒的粉末。	VenomothDexEntry:	毒蛾	1-5	12-5	_VenomothDexEntry	0049	如果不小心把它翅膀上的鱗粉沾到了身上，那不但會很難去除，更糟的是毒素也會從那裡滲入。
	59	地鼠	ディグダ	Diglett	DiglettDexEntry:	MOLE	0-8	20	_DiglettDexEntry	在地下１米左右的地方挖洞前进，靠啃食树根之类的东西生存。偶尔会到地面上露个脸。	在地下较浅的地方移动。被它挖掘过的地面会鼓起来，所以非常容易发现。	DiglettDexEntry:	鼴鼠	0-2	0-8	_DiglettDexEntry	0050	喜歡陰暗的地方。大部分時間都待在地下，只有在洞窟裡會經常探頭出來。
	118	三地鼠	ダグトリオ	Dugtrio	DugtrioDexEntry:	MOLE	2-4	730	_DugtrioDexEntry	擅长团队合作的三胞胎地鼠。有时会挖掘到１００公里深的地底，甚至引发地震。	在地下挖洞前进，会趁对手不注意的时候，从其他地方发动攻击。	DugtrioDexEntry:	鼴鼠	0-7	33-3	_DugtrioDexEntry	0051	三合一的力量能讓它們挖地深至100公里，甚至有報告說它們會引發地震。
	77	喵喵	ニャース	Meowth	MeowthDexEntry:	SCRATCHCAT	1-4	90	_MeowthDexEntry	非常喜欢圆圆的东西。每天晚上都会出门去捡掉在地上的硬币并把它们收集起来带回去。	白天一直在睡觉。一到夜晚眼睛就会放光，在自己的地盘徘徊。	MeowthDexEntry:	妖怪貓	0-4	4-2	_MeowthDexEntry	0052	貌似一到晚上就精力充沛。喜歡又圓又亮的東西，發現了就一定要撿走。
	144	貓老大	ペルシアン	Persian	PersianDexEntry:	CLASSY CAT	3-3	710	_PersianDexEntry	有着漂亮的毛色，很多人想把它当宠物养，但它很爱乱抓，所以很难养熟。	性情凶暴，当它竖起尾巴时要多加小心。那是它要飞扑过来咬你的前兆。	PersianDexEntry:	暹羅貓	1-0	32-0	_PersianDexEntry	0053	額頭上的寶石閃閃發亮！走路的姿態也十分優美，就像女王一樣華麗高貴。
	47	可達鴨	コダック	Psyduck	PsyduckDexEntry:	DUCK	2-7	430	_PsyduckDexEntry	因为那张呆脸而掉以轻心的话，它就会立刻使用念力和定身法，不可忽视。	一直受到头痛的困扰。在头痛欲裂时，就会开始使用神奇的力量。	PsyduckDexEntry:	鴨	0-8	19-6	_PsyduckDexEntry	0054	一直被頭痛困擾。能使用念力，但不知道那是否是出於它自己的意識。
	128	哥達鴨	ゴルダック	Golduck	GolduckDexEntry:	DUCK	5-7	1690	_GolduckDexEntry	有人看到它在优美的湖面上华丽游动的姿态误以为那是河童。	因为手掌变成了蹼，所以它很擅长游泳。能在湖泊之类的地方看到它优雅的身姿。	GolduckDexEntry:	鴨	1-7	76-6	_GolduckDexEntry	0055	它靠修長的四肢和發達的大腳蹼在湖裡優雅地游泳。
	57	猴怪	マンキー	Mankey	MankeyDexEntry:	PIG MONKEY	1-8	620	_MankeyDexEntry	平时就算心情再怎么好，也会因为一点小事就突然暴怒，十分可怕。	身体很灵活，性格很凶暴。暴怒后的大闹很难去制止。	MankeyDexEntry:	豬猴	0-5	28-0	_MankeyDexEntry	0056	身體輕盈，在樹上生活。常因雞毛蒜皮的小事發火而飛撲到周圍的東西上。
	117	火暴猴	オコリザル	Primeape	PrimeapeDexEntry:	PIG MONKEY	3-3	710	_PrimeapeDexEntry	不知为何而狂怒，有着穷追不舍的性格。	它一直都在激烈地发怒，即便是你逃到天涯海角，它也会追上来。	PrimeapeDexEntry:	豬猴	1-0	32-0	_PrimeapeDexEntry	0057	只有在誰都不在身邊的時候才不生氣，但幾乎沒有人目擊過這種情況。
	33	卡蒂狗	ガーディ	Growlithe	GrowlitheDexEntry:	PUPPY	2-4	420	_GrowlitheDexEntry	对自己的领土严加保卫，会又吠又咬地将入侵者赶离自己的地盘。	性格诚实，容易和人亲近。对于敌人，它会吼叫追咬，并试着把其赶跑。	GrowlitheDexEntry:	小狗	0-7	19-0	_GrowlitheDexEntry	0058	性格很容易和人親近，但是會對進入自己領地的敵人狂吠。
	20	風速狗	ウインディ	Arcanine	ArcanineDexEntry:	LEGENDARY	6-3	3420	_ArcanineDexEntry	从古时候起就是俘获了众多人心的美丽宝可梦。能像飞一样轻巧地奔跑。	中国传说的宝可梦。能以超乎想象的速度奔跑。	ArcanineDexEntry:	傳說	1-9	155-0	_ArcanineDexEntry	0059	中國古老傳說中的寶可夢。曾有不計其數的人為它輕巧跑動的身姿而傾倒。
	71	蚊香蝌蚪	ニョロモ	Poliwag	PoliwagDexEntry:	TADPOLE	2-0	270	_PoliwagDexEntry	它新长出来的脚妨碍了跑动，因此比起站立，它还是宁愿游泳。	滑溜溜的黑色皮肤又薄又湿。透过皮肤可以看到部分内脏呈漩涡状。	PoliwagDexEntry:	蝌蚪	0-6	12-4	_PoliwagDexEntry	0060	漩渦的旋轉方向好像會因出生地區而不同。比起走路，它更擅長游泳。
	110	蚊香君	ニョロゾ	Poliwhirl	PoliwhirlDexEntry:	TADPOLE	3-3	440	_PoliwhirlDexEntry	不管是陆地还是水中都能生活。在地上时会一直通过出汗来使皮肤保持黏滑。	２条腿很发达，虽然可以在地上生活，但不知为何更喜欢生活在水里。	PoliwhirlDexEntry:	蝌蚪	1-0	20-0	_PoliwhirlDexEntry	0061	據說它會在要被對手攻擊時用腹部的漩渦讓對方睡著，趁機逃跑。
	111	蚊香泳士	ニョロボン	Poliwrath	PoliwrathDexEntry:	TADPOLE	4-3	1190	_PoliwrathDexEntry	因为很擅长自由泳和蝶泳，所以即使是奥林匹克选手，它也能很快地超过。	擅长游泳，蛙泳和自由泳都可以。奥林匹克选手也难以匹敌的快。	PoliwrathDexEntry:	蝌蚪	1-3	54-0	_PoliwrathDexEntry	0062	他會用全身的肌肉奮力游泳，連奧林匹克選手都甘拜下風。
	148	凱西	ケーシィ	Abra	AbraDexEntry:	PSI	2-11	430	_AbraDexEntry	它可以用读心术察觉迫近的危机，并瞬间移动到安全之处。	１天有１８个小时都在睡觉。就算在睡着的时候，也会使用各种各样的超能力。	AbraDexEntry:	念力	0-9	19-5	_AbraDexEntry	0063	它每天要睡１８個小時。遇到危險時，即使在睡夢中也可以用瞬間移動來逃脫。
	38	勇基拉	ユンゲラー	Kadabra	KadabraDexEntry:	PSI	4-3	1250	_KadabraDexEntry	它的身体会放射出一种特殊的阿尔法波，会令靠近的人感到头疼。	某个早上。超能力少年在床上醒来，变身成了勇基拉。	KadabraDexEntry:	念力	1-3	56-5	_KadabraDexEntry	0064	當勇基拉在附近時，似乎會發生像是時鐘倒轉這樣的怪事。
	149	胡地	フーディン	Alakazam	AlakazamDexEntry:	PSI	4-11	1060	_AlakazamDexEntry	有着比超级计算机的计算速度更快的头脑。其智商大概是５０００。	不怎么喜欢力量招式，自在地操纵超能力把对手打倒。	AlakazamDexEntry:	念力	1-5	48-0	_AlakazamDexEntry	0065	什麼事情都能記住。只要是曾經體驗過的事情就絕對不會忘記，頭腦非常聰明。
	106	腕力	ワンリキー	Machop	MachopDexEntry:	SUPERPOWER	2-7	430	_MachopDexEntry	喜欢锻炼肌肉。为了变得更强壮，它修习各式各样的武术。	全身都是肌肉，虽然只有小孩那么大，却可以扔飞１００个成年人。	MachopDexEntry:	怪力	0-8	19-5	_MachopDexEntry	0066	它體格雖小卻力大無比。不但如此，它還精通各種格鬥技能，實力十分驚人。
